UniqueID,rank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks_ppm_,medianAbsoluteMassErrorFragmentPeaks_ppm_,massErrorPrecursor_ppm_,ionMass,retentionTimeInSeconds,id,ms2_id,num_strains_sig
met_44,564,C52H80O6,[M - H]-,C52H80O6,0.98040201,6,6,0,1,0,NaN,NaN,-0.517551555,799.5878,330.8,692_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime330.8scanNumNAprec,692,2
met_444,248,C44H80NO7P,[M - H]-,C44H80NO7P,1,13.26459981,13.26459981,0,7,0.762074012,-3.411268267,3.411268267,2.008892798,764.5615,352.77,459_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime352.77scanNumNApre,459,3
met_445,48,C42H82NO10P,[M - H]-,C42H82NO10P,1,45.77053598,45.77053598,0,9,0.620612813,-2.087942025,2.691223548,2.077001033,790.562,267.62,622_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime267.62scanNumNApre,622,4
met_511,659,C31H52N5O7P,[M - H]-,C31H52N5O7P,0.935175879,21.70857512,21.70857512,0,6,0.304681504,-2.570695036,2.570695036,-1.978750923,636.3519,129.78,2205_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime129.78scanNumNApre,2205,2
met_667,113,C44H84NO12P,[M - H]-,C44H84NO12P,1,30.81535235,30.81535235,0,16,0.824833193,-3.487047703,3.487047703,-0.515347326,848.5654,176.46,1054_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime176.46scanNumNApre,1054,3
met_672,1046,C44H63N5O3,[M - H]-,C44H63N5O3,0.423115578,1,1,0,1,0,NaN,NaN,1.391100146,708.4868,184.91,168_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime184.91scanNumNApre,168,1
met_72,22,C7H14N2O3,[M - H]-,C7H14N2O3,1,64.93520185,64.93520185,0,13,0.818187318,-4.848281069,4.848281069,-0.958189583,173.093,44.97,77_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime44.97scanNumNAprec,77,1
met_815,982,C37H69N5O,[M - H]-,C37H69N5O,0.485427136,1,1,0,1,0,NaN,NaN,-1.228611633,598.5422,331.94,2139_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime331.94scanNumNApre,2139,1
met_825,1201,C29H44FN7O5,[M - H]-,C29H44FN7O5,0.269849246,8.275343647,8.275343647,0,5,0.547945205,-1.464131125,1.733418684,-0.712652976,588.3311,98.51,2122_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime98.51scanNumNAprec,2122,2
met_913,1251,C40H55NO7,[M - H]-,C40H55NO7,0.240703518,1,1,0,1,0,NaN,NaN,1.701039081,660.3917,125.1,2269_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime125.1scanNumNAprec,2269,1
met_930,642,C41H76NO10P,[M - H]-,C41H76NO10P,0.947236181,11.94029981,11.94029981,0,4,0.226104153,-2.147543371,2.147543371,-0.01010974,772.5134,172.93,503_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime172.93scanNumNApre,503,1
met_97,1297,C42H78N4O8,[M - H]-,C42H78N4O8,0.209547739,1,1,0,1,0,NaN,NaN,3.279873134,765.5772,214.21,465_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime214.21scanNumNApre,465,1
met_994,953,C37H75NO5,[M - H]-,C37H75NO5,0.505527638,1,1,0,1,0,NaN,NaN,2.043808208,612.5585,349.91,2158_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime349.91scanNumNApre,2158,1
met_1057,169,C44H88NO10P,[M - H]-,C44H88NO10P,1,22.89796744,22.89796744,0,7,0.599500452,-4.295701195,4.295701195,2.183507459,820.6091,359.76,847_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime359.76scanNumNApre,847,0
met_1086,623,C50H85NO8,[M - H]-,C50H85NO8,0.959798995,1,1,0,1,0,NaN,NaN,2.24742611,826.6221,400.71,887_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime400.71scanNumNApre,887,0
met_1090,964,C51H84N2O6,[M - H]-,C51H84N2O6,0.500502513,1,1,0,1,0,NaN,NaN,-1.539675868,819.6244,311.8,830_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime311.8scanNumNAprec,830,0
met_1215,442,C17H32N2O4,[M - H]-,C17H32N2O4,0.996482412,9.253635711,9.253635711,0,2,0.303858521,-4.438796975,4.438796975,0.516299102,327.2291,83.33,486_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime83.33scanNumNAprec,486,0
met_1273,716,C7H14NO7PS,[M - H]-,C7H14NO7PS,0.865829146,7.994182619,7.994182619,0,5,0.131801866,-3.342403703,3.342403703,0.409187645,286.0157,48.31,221_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime48.31scanNumNAprec,221,0
met_1314,1348,C58H73NO4,[M - H]-,C58H73NO4,0.165829146,1,1,0,1,0,NaN,NaN,3.327195977,846.5495,270.27,1039_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime270.27scanNumNApre,1039,0
met_1362,578,C63H76O,[M - H]-,C63H76O,0.97839196,6,6,0,1,0,NaN,NaN,0.895959453,847.5831,292.13,1048_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime292.13scanNumNApre,1048,0
met_1364,930,C23H45N17O5,[M - H]-,C23H45N17O5,0.518592965,15.80564721,15.80564721,0,6,0.231858407,-2.836874629,3.822510004,-3.729953664,638.3693,126.88,2212_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime126.88scanNumNApre,2212,0
met_1444,1340,C56H69NO4,[M - H]-,C56H69NO4,0.174371859,23.15664656,23.15664656,0,6,0.528363229,-2.791050789,2.791050789,4.907353559,818.5194,157.22,818_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime157.22scanNumNApre,818,0
met_1456,1180,C44H73N9O6,[M - H]-,C44H73N9O6,0.291457286,1,1,0,1,0,NaN,NaN,-3.531183458,822.5582,359.17,857_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime359.17scanNumNApre,857,0
met_1504,103,C42H76NO9P,[M - H]-,C42H76NO9P,1,31.96074932,31.96074932,0,11,0.876325424,-2.293695219,2.293695219,0.13898179,768.5186,336.26,476_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime336.26scanNumNApre,476,0
met_1589,1095,C45H77N3O11,[M - H]-,C45H77N3O11,0.355778894,16.79291277,16.79291277,0,6,0.327099567,-2.561634673,2.561634673,4.033503597,834.5519,173.35,944_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime173.35scanNumNApre,944,0
met_1601,98,C46H84NO10P,[M - H]-,C46H84NO10P,1,32.95547775,32.95547775,0,14,0.899879057,-3.27038197,3.27038197,0.58523417,840.5765,263.19,985_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime263.19scanNumNApre,985,0
met_1605,87,C43H76NO8P,[M - H]-,C43H76NO8P,1,35.74214875,35.74214875,0,11,0.622184133,-2.701139196,2.701139196,1.336032994,764.5246,257.77,457_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime257.77scanNumNApre,457,0
met_1639,230,C43H76NO9P,[M - H]-,C43H76NO9P,1,14.88965524,14.88965524,0,9,0.416285453,0.60227067,4.233976706,0.777444255,780.5191,199.33,548_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime199.33scanNumNApre,548,0
met_1640,567,C12H17N5O5S,[M - H]-,C12H17N5O5S,0.979899497,12.47294676,12.47294676,0,4,0.379107981,-4.969701669,4.969701669,0.984565352,342.0881,47.43,581_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime47.43scanNumNAprec,581,0
met_1641,1232,C53H71N3O3,[M - H]-,C53H71N3O3,0.250753769,1,1,0,1,0,NaN,NaN,-4.72881086,796.5385,331.73,668_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime331.73scanNumNApre,668,0
met_1669,360,C11H17BP,[M - H]-,C11H17BP,1,-9.92355631,-9.92355631,0,1,0,-1.309920298,1.309920298,3.449142818,189.1131,51.74,951_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime51.74scanNumNAprec,951,0
met_1670,519,C48H94O10,[M - H]-,C48H94O10,0.989447236,6,6,0,1,0,NaN,NaN,4.070534223,829.6808,376.72,906_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime376.72scanNumNApre,906,0
met_1876,1155,C41H61N7O3,[M - H]-,C41H61N7O3,0.308542714,5.432747119,5.432747119,0,3,0.194938612,-0.665162532,2.680074645,0.698147871,698.4768,175.65,131_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime175.65scanNumNApre,131,0
met_1993,250,C39H78N2O6,[M - H]-,C39H78N2O6,1,13.21245976,13.21245976,0,8,0.558392754,-5.377075047,5.377075047,4.014801024,669.5814,405.29,25_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime405.29scanNumNApre,25,0
met_1999,342,C47H89NO7,[M - H]-,C47H89NO7,1,1,1,0,1,0,NaN,NaN,-2.218872455,778.6549,444.72,542_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime444.72scanNumNApre,542,0
met_2060,37,C36H70NO8P,[M - H]-,C36H70NO8P,1,49.7197187,49.7197187,0,13,0.922754433,-1.193188713,1.193188713,1.588817674,674.4777,236.39,42_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime236.39scanNumNApre,42,0
met_2184,183,C42H84NO10P,[M - H]-,C42H84NO10P,1,20.7091276,20.7091276,0,5,0.689099335,-2.405759442,2.405759442,1.756212189,792.5774,300.5,638_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime300.5scanNumNAprec,638,0
met_2272,1025,C39H73N9O7,[M - H]-,C39H73N9O7,0.451758794,2.557624073,2.557624073,0,3,0.136071887,3.157102309,3.157102309,3.828580866,778.559,316.05,537_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime316.05scanNumNApre,537,0
met_2275,236,C43H82NO7P,[M - H]-,C43H82NO7P,1,14.04390238,14.04390238,0,7,0.704749022,-3.718223111,3.718223111,1.969126933,754.5771,387.23,399_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime387.23scanNumNApre,399,0
met_2423,344,C44H83NO7,[M - H]-,C44H83NO7,1,1,1,0,1,0,NaN,NaN,-0.376785729,736.6094,416.01,298_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime416.01scanNumNApre,298,0
met_2507,948,C40H83NO4,[M - H]-,C40H83NO4,0.509547739,1,1,0,1,0,NaN,NaN,2.913265712,640.6268,277.01,2221_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime277.01scanNumNApre,2221,0
met_2655,946,C41H77N5O,[M - H]-,C41H77N5O,0.510050251,1,1,0,1,0,NaN,NaN,-0.665488108,654.6051,396.38,2258_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime396.38scanNumNApre,2258,0
met_2747,483,C47H84NO9P,[M - H]-,C47H84NO9P,0.992462312,-0.191182025,-0.191182025,0,2,0.066810345,-4.484241882,4.484241882,0.725038679,836.5817,247.72,962_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime247.72scanNumNApre,962,0
met_2769,439,C21H36NO7P,[M - H]-,C21H36NO7P,0.996984925,27.68464464,27.68464464,0,6,0.320503331,-4.318421823,4.318421823,3.235647818,444.2171,57.28,1080_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime57.28scanNumNAprec,1080,0
met_2804,920,C46H87NO7,[M - H]-,C46H87NO7,0.532663317,2.907762683,2.907762683,0,3,0.078110528,0.687363104,0.805628735,-1.670946342,764.6397,438.53,463_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime438.53scanNumNApre,463,0
met_2838,241,C19H36N2O5,[M - H]-,C19H36N2O5,1,13.53330158,13.53330158,0,4,0.30093046,-5.587489297,5.587489297,1.492771937,371.2557,82.77,675_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime82.77scanNumNAprec,675,0
met_2912,394,C42H80NO12P,[M - H]-,C42H80NO12P,0.999497487,3.810609745,3.810609745,0,6,0.457926449,-3.473154877,4.16119437,-0.16718118,820.5344,162.73,838_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime162.73scanNumNApre,838,0
met_2941,213,C14H22O2,[M - H]-,C14H22O2,1,16.30090287,16.30090287,0,2,0.203362944,-3.377898433,3.377898433,0.888554088,221.1549,70.5,2181_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime70.5scanNumNAprecM,2181,0
met_3099,801,C42H72NO10P,[M - H]-,C42H72NO10P,0.770351759,10.06004423,10.06004423,0,7,0.349981772,-2.073075791,3.459118552,0.50266097,780.4825,165.13,546_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime165.13scanNumNApre,546,0
met_3180,1074,C49H68O5,[M - H]-,C49H68O5,0.379396985,6,6,0,1,0,NaN,NaN,0.409484994,735.4997,243.63,292_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime243.63scanNumNApre,292,0
met_3223,596,C39H71BN6O8,[M - H]-,C39H71BN6O8,0.970854271,26.85119841,26.85119841,0,12,0.615837406,-1.744350277,1.744350277,4.209128817,760.5422,215.07,437_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime215.07scanNumNApre,437,0
met_3260,1076,C41H69N9O6,[M - H]-,C41H69N9O6,0.377386935,5.672719999,5.672719999,0,5,0.608754843,0.07465369,1.678302784,4.594722846,782.5334,369.12,565_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime369.12scanNumNApre,565,0
met_3269,892,C50H73NO5,[M - H]-,C50H73NO5,0.603015075,14.42230774,14.42230774,0,5,0.293667658,0.793704535,2.043425927,-1.041019486,766.5408,294.59,468_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime294.59scanNumNApre,468,0
met_3464,1278,C47H71N7O7,[M - H]-,C47H71N7O7,0.226633166,1,1,0,1,0,NaN,NaN,2.698332269,844.5365,243.9,1022_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime243.9scanNumNAprec,1022,0
met_3517,594,C39H68O10,[M - H]-,C39H68O10,0.973366834,6,6,0,1,0,NaN,NaN,-1.685075116,695.4728,226.75,113_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime226.75scanNumNApre,113,0
met_363,1065,C43H79NO8,[M - H]-,C43H79NO8,0.392462312,1,1,0,1,0,NaN,NaN,-1.889884625,736.5719,393.28,297_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime393.28scanNumNApre,297,0
met_3666,880,C44H81N9O5,[M - H]-,C44H81N9O5,0.620100503,1,1,0,1,0,NaN,NaN,-3.179666833,814.6262,407.79,793_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime407.79scanNumNApre,793,0
met_3686,133,C42H82NO8P,[M - H]-,C42H82NO8P,1,27.5405996,27.5405996,0,10,0.813034043,-1.602534138,1.696928241,1.939483781,758.572,382.83,425_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime382.83scanNumNApre,425,0
met_3739,1371,C47H60N6O4,[M - H]-,C47H60N6O4,0.149246231,1,1,0,1,0,NaN,NaN,3.722863373,771.4632,137.46,500_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime137.46scanNumNApre,500,0
met_375,305,C46H93N2O7P,[M - H]-,C46H93N2O7P,1,6.157256696,6.157256696,0,3,0.367327304,-5.082025883,5.082025883,2.00634241,815.6664,419.78,800_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime419.78scanNumNApre,800,0
met_3946,965,C40H69N3O9,[M - H]-,C40H69N3O9,0.5,17.31596159,17.31596159,0,8,0.365149457,-0.81254329,0.81254329,1.900161798,734.4975,169.32,289_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime169.32scanNumNApre,289,0
met_4053,748,C40H75N5O8,[M - H]-,C40H75N5O8,0.830150754,1,1,0,1,0,NaN,NaN,-3.438844015,752.5517,391.92,386_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime391.92scanNumNApre,386,0
met_5,1281,C30H43N7O7,[M - H]-,C30H43N7O7,0.222613065,4.933495327,4.933495327,0,4,0.081984898,-4.133670311,4.133670311,1.436735428,612.316,72.25,2157_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime72.25scanNumNAprec,2157,0
met_510,807,C18H34N2O10,[M - H]-,C18H34N2O10,0.757286432,16.83323879,16.83323879,0,3,0.242165242,-4.556493812,4.556493812,0.528720334,437.2143,46.52,1032_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime46.52scanNumNAprec,1032,0
met_577,145,C45H82NO9P,[M - H]-,C45H82NO9P,1,25.92509074,25.92509074,0,11,0.753655501,-2.032063968,2.032063968,-3.384540036,810.5627,397.26,769_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime397.26scanNumNApre,769,0
met_6,378,C43H87N2O7P,[M - H]-,C43H87N2O7P,0.999497487,11.7316234,11.7316234,0,6,0.811168997,-4.082822441,4.082822441,-2.214666822,773.6161,265.73,513_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime265.73scanNumNApre,513,0
met_73,466,C46H76O4,[M - H]-,C46H76O4,0.993969849,14.95852466,14.95852466,0,3,0.130972696,1.326381579,1.326381579,-1.568122073,691.566,369.69,103_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime369.69scanNumNApre,103,0
met_75,175,C6H14N4O2,[M - H]-,C6H14N4O2,1,21.47990468,21.47990468,0,5,0.463306317,-4.285722435,4.285722435,-0.573272353,173.1043,42.71,119_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime42.71scanNumNAprec,119,0
met_768,285,C27H43F3N4O4,[M - H]-,C27H43F3N4O4,1,9.049251548,9.049251548,0,3,0.721223022,-5.478080459,5.478080459,-0.301967638,543.3162,156.09,2072_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime156.09scanNumNApre,2072,0
met_848,1279,C22H44NO7P,[M - H]-,C22H44NO7P,0.226130653,1.987302788,1.987302788,0,2,0.047122441,-4.317644492,4.317644492,1.587567154,464.279,109.43,1257_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime109.43scanNumNApre,1257,0
met_869,128,C47H78NO8P,[M - H]-,C47H78NO8P,1,28.59360914,28.59360914,0,11,0.441380286,-2.325518554,2.521615813,4.138968411,814.5426,209.04,789_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime209.04scanNumNApre,789,0
met_958,696,C44H65NO9,[M - H]-,C44H65NO9,0.898994975,5.3850704,5.3850704,0,2,0.042057489,2.803501151,2.803501151,-3.272953051,750.4562,135.17,367_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime135.17scanNumNApre,367,0
